OBJECTNUMMER;Straatvaknummer;Loopruimte;Walkability_algemeen;Drukte_algemeen;Walkability_recreatief;Drukte_recreatief;Walkability_toeristisch;Drukte_toeristisch;Walkability_werkgerelateerd;Drukte_werkgerelateerd;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
9454;9454;"ruim";"matig";"zeer druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.885063 52.343444,4.885068 52.343447)";"LINESTRING(52.343444 4.885063,52.343447 4.885068)";4.8850655;52.3434455;
9455;9455;"ruim";"matig";"zeer druk";"matig";"zeer druk";"goed";"rustig";"matig";"druk";"LINESTRING(4.897369 52.356622,4.897409 52.356623,4.898701 52.357002,4.898729 52.357044)";"LINESTRING(52.356622 4.897369,52.356623 4.897409,52.357002 4.898701,52.357044 4.898729)";4.898049;52.356833;
9456;9456;"krap";"goed";"rustig";"goed";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.901262 52.366659,4.901274 52.366596,4.901198 52.366515,4.900493 52.366344,4.900438 52.366353)";"LINESTRING(52.366659 4.901262,52.366596 4.901274,52.366515 4.901198,52.366344 4.900493,52.366353 4.900438)";4.900856;52.3665015;
9457;9457;"ruim";"matig";"druk";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.89158 52.36639,4.891616 52.366354,4.892575 52.366217,4.89259 52.366203,4.892737 52.366167,4.892962 52.366148)";"LINESTRING(52.36639 4.89158,52.366354 4.891616,52.366217 4.892575,52.366203 4.89259,52.366167 4.892737,52.366148 4.892962)";4.892271;52.366269;
9458;9458;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"goed";"druk";"LINESTRING(4.900769 52.372382,4.900831 52.372214)";"LINESTRING(52.372382 4.900769,52.372214 4.900831)";4.9008;52.372298;
9459;9459;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.896332 52.359986,4.896306 52.359987,4.896301 52.360048,4.896323 52.360053)";"LINESTRING(52.359986 4.896332,52.359987 4.896306,52.360048 4.896301,52.360053 4.896323)";4.8963165;52.3600195;
9460;9460;"zeer krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.89375 52.354541,4.893758 52.35454)";"LINESTRING(52.354541 4.89375,52.35454 4.893758)";4.893754;52.3545405;
9461;9461;"ruim";"goed";"druk";"goed";"druk";"goed";"rustig";"goed";"druk";"LINESTRING(4.900319 52.370542,4.900459 52.370513,4.900538 52.370474)";"LINESTRING(52.370542 4.900319,52.370513 4.900459,52.370474 4.900538)";4.9004285;52.370508;
9462;9462;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"uitstekend";"zeer rustig";"LINESTRING(4.857455 52.34415,4.857444 52.34414)";"LINESTRING(52.34415 4.857455,52.34414 4.857444)";4.8574495;52.344145;
9463;9463;"krap";"slecht";"zeer druk";"matig";"rustig";"goed";"zeer rustig";"slecht";"zeer druk";"LINESTRING(4.888635 52.378711,4.887737 52.377723,4.887639 52.377636)";"LINESTRING(52.378711 4.888635,52.377723 4.887737,52.377636 4.887639)";4.888137;52.3781735;
9464;9464;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.901004 52.364547,4.899839 52.364313,4.898451 52.364051,4.898294 52.364034)";"LINESTRING(52.364547 4.901004,52.364313 4.899839,52.364051 4.898451,52.364034 4.898294)";4.899649;52.3642905;
9465;9465;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.915603 52.358901,4.915587 52.358887)";"LINESTRING(52.358901 4.915603,52.358887 4.915587)";4.915595;52.358894;
9466;9466;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.883937 52.375996,4.884093 52.376157)";"LINESTRING(52.375996 4.883937,52.376157 4.884093)";4.884015;52.3760765;
9467;9467;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.880673 52.375693,4.88067 52.37569)";"LINESTRING(52.375693 4.880673,52.37569 4.88067)";4.8806715;52.3756915;
9468;9468;"ruim";"matig";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"LINESTRING(4.855473 52.343151,4.855459 52.343255,4.855323 52.343624)";"LINESTRING(52.343151 4.855473,52.343255 4.855459,52.343624 4.855323)";4.855398;52.3433875;
9469;9469;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.886839 52.379789,4.886839 52.379788)";"LINESTRING(52.379789 4.886839,52.379788 4.886839)";4.886839;52.3797885;
9470;9470;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.888357 52.3669,4.888142 52.367025)";"LINESTRING(52.3669 4.888357,52.367025 4.888142)";4.8882495;52.3669625;
9471;9471;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.890435 52.344515,4.890363 52.344491)";"LINESTRING(52.344515 4.890435,52.344491 4.890363)";4.890399;52.344503;
9472;9472;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.90794 52.375588,4.907926 52.375584,4.90796 52.375559,4.908033 52.375553)";"LINESTRING(52.375588 4.90794,52.375584 4.907926,52.375559 4.90796,52.375553 4.908033)";4.9079795;52.3755705;
9473;9473;"krap";"goed";"rustig";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.854821 52.380723,4.855308 52.381044)";"LINESTRING(52.380723 4.854821,52.381044 4.855308)";4.8550645;52.3808835;
9474;9474;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"matig";"rustig";"LINESTRING(4.912588 52.359542,4.912641 52.359552,4.912656 52.359606)";"LINESTRING(52.359542 4.912588,52.359552 4.912641,52.359606 4.912656)";4.912622;52.359574;
9475;9475;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"druk";"LINESTRING(4.889751 52.367075,4.889705 52.367145,4.889722 52.367173,4.889872 52.367283,4.889932 52.3673)";"LINESTRING(52.367075 4.889751,52.367145 4.889705,52.367173 4.889722,52.367283 4.889872,52.3673 4.889932)";4.8898185;52.3671875;
9476;9476;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.858797 52.3746,4.858758 52.374595,4.858759 52.374563)";"LINESTRING(52.3746 4.858797,52.374595 4.858758,52.374563 4.858759)";4.8587775;52.3745815;
9477;9477;"ruim";"matig";"druk";"matig";"druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"LINESTRING(4.889978 52.355299,4.890068 52.355278,4.890106 52.355284)";"LINESTRING(52.355299 4.889978,52.355278 4.890068,52.355284 4.890106)";4.890042;52.3552885;
9478;9478;"ruim";"matig";"druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.857915 52.348403,4.857925 52.348401)";"LINESTRING(52.348403 4.857915,52.348401 4.857925)";4.85792;52.348402;
9479;9479;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.908025 52.361813,4.908109 52.361705)";"LINESTRING(52.361813 4.908025,52.361705 4.908109)";4.908067;52.361759;
9480;9480;"ruim";"goed";"rustig";"goed";"rustig";"uitstekend";"zeer rustig";"goed";"druk";"LINESTRING(4.912384 52.367266,4.910151 52.368038)";"LINESTRING(52.367266 4.912384,52.368038 4.910151)";4.9112675;52.367652;
9481;9481;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"LINESTRING(4.896336 52.375784,4.895664 52.376046,4.895637 52.376074)";"LINESTRING(52.375784 4.896336,52.376046 4.895664,52.376074 4.895637)";4.8959865;52.375929;
9482;9482;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"uitstekend";"zeer rustig";"goed";"zeer druk";"LINESTRING(4.870427 52.386435,4.870427 52.38643)";"LINESTRING(52.386435 4.870427,52.38643 4.870427)";4.870427;52.3864325;
9483;9483;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.886341 52.352135,4.886681 52.352122)";"LINESTRING(52.352135 4.886341,52.352122 4.886681)";4.886511;52.3521285;
9484;9484;"ruim";"goed";"druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.889137 52.371091,4.888956 52.370354)";"LINESTRING(52.371091 4.889137,52.370354 4.888956)";4.8890465;52.3707225;
9485;9485;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.889604 52.382175,4.889565 52.382217)";"LINESTRING(52.382175 4.889604,52.382217 4.889565)";4.8895845;52.382196;
9486;9486;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.911383 52.370511,4.912119 52.370978,4.912146 52.371045)";"LINESTRING(52.370511 4.911383,52.370978 4.912119,52.371045 4.912146)";4.9117645;52.370778;
9487;9487;"zeer krap";"matig";"rustig";"matig";"rustig";"slecht";"druk";"matig";"rustig";"LINESTRING(4.894875 52.369253,4.894877 52.369251)";"LINESTRING(52.369253 4.894875,52.369251 4.894877)";4.894876;52.369252;
9488;9488;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"matig";"rustig";"goed";"zeer rustig";"LINESTRING(4.895911 52.362456,4.895894 52.362492)";"LINESTRING(52.362456 4.895911,52.362492 4.895894)";4.8959025;52.362474;
9489;9489;"ruim";"matig";"druk";"matig";"druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.872201 52.36739,4.872142 52.367447,4.871653 52.368166,4.871609 52.368207,4.87155 52.368327)";"LINESTRING(52.36739 4.872201,52.367447 4.872142,52.368166 4.871653,52.368207 4.871609,52.368327 4.87155)";4.8718755;52.3678585;
9490;9490;"ruim";"goed";"rustig";"goed";"rustig";"goed";"druk";"goed";"rustig";"LINESTRING(4.900486 52.365803,4.900512 52.365831,4.900493 52.365872,4.900506 52.365889,4.900436 52.365976,4.900453 52.365993,4.900425 52.366058,4.900455 52.366117,4.900511 52.366162)";"LINESTRING(52.365803 4.900486,52.365831 4.900512,52.365872 4.900493,52.365889 4.900506,52.365976 4.900436,52.365993 4.900453,52.366058 4.900425,52.366117 4.900455,52.366162 4.900511)";4.9004685;52.3659825;
9491;9491;"ruim";"matig";"zeer druk";"goed";"druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.913531 52.361004,4.913569 52.361042,4.913665 52.361066,4.914007 52.361107,4.914083 52.361094)";"LINESTRING(52.361004 4.913531,52.361042 4.913569,52.361066 4.913665,52.361107 4.914007,52.361094 4.914083)";4.913807;52.3610555;
9492;9492;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.863367 52.374695,4.863983 52.374784)";"LINESTRING(52.374695 4.863367,52.374784 4.863983)";4.863675;52.3747395;
9493;9493;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.919879 52.360227,4.919908 52.360007,4.919937 52.359946)";"LINESTRING(52.360227 4.919879,52.360007 4.919908,52.359946 4.919937)";4.919908;52.3600865;
9494;9494;"zeer ruim";"goed";"druk";"uitstekend";"rustig";"goed";"druk";"goed";"druk";"LINESTRING(4.91989 52.364009,4.919897 52.36398,4.919929 52.363976,4.920246 52.363688,4.920308 52.3636)";"LINESTRING(52.364009 4.91989,52.36398 4.919897,52.363976 4.919929,52.363688 4.920246,52.3636 4.920308)";4.920099;52.3638045;
9495;9495;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"matig";"rustig";"goed";"zeer rustig";"LINESTRING(4.896237 52.363283,4.896212 52.363305,4.896196 52.36351,4.896219 52.363564)";"LINESTRING(52.363283 4.896237,52.363305 4.896212,52.36351 4.896196,52.363564 4.896219)";4.8962165;52.3634235;
9496;9496;"krap";"matig";"rustig";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.891295 52.377349,4.891472 52.377538,4.891513 52.377609,4.892174 52.378313)";"LINESTRING(52.377349 4.891295,52.377538 4.891472,52.377609 4.891513,52.378313 4.892174)";4.8917345;52.377831;
9497;9497;"krap";"goed";"rustig";"matig";"druk";"goed";"rustig";"goed";"rustig";"LINESTRING(4.898485 52.359791,4.898408 52.359967)";"LINESTRING(52.359791 4.898485,52.359967 4.898408)";4.8984465;52.359879;
9498;9498;"krap";"goed";"rustig";"goed";"rustig";"matig";"druk";"goed";"rustig";"LINESTRING(4.889219 52.352646,4.889177 52.352667,4.889182 52.352725,4.889026 52.353138)";"LINESTRING(52.352646 4.889219,52.352667 4.889177,52.352725 4.889182,52.353138 4.889026)";4.8891225;52.352892;
9499;9499;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.858785 52.345107,4.858771 52.345115)";"LINESTRING(52.345107 4.858785,52.345115 4.858771)";4.858778;52.345111;
9500;9500;"zeer krap";"matig";"rustig";"matig";"rustig";"slecht";"druk";"matig";"rustig";"LINESTRING(4.892325 52.379281,4.892674 52.379205)";"LINESTRING(52.379281 4.892325,52.379205 4.892674)";4.8924995;52.379243;
9501;9501;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"goed";"druk";"uitstekend";"rustig";"LINESTRING(4.899411 52.367854,4.899409 52.367854)";"LINESTRING(52.367854 4.899411,52.367854 4.899409)";4.89941;52.367854;
9502;9502;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.907019 52.36017,4.906703 52.360767)";"LINESTRING(52.36017 4.907019,52.360767 4.906703)";4.906861;52.3604685;
9503;9503;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.856116 52.342784,4.856163 52.34279,4.856204 52.342774,4.85632 52.342789,4.85635 52.342777)";"LINESTRING(52.342784 4.856116,52.34279 4.856163,52.342774 4.856204,52.342789 4.85632,52.342777 4.85635)";4.856233;52.342782;
9504;9504;"ruim";"matig";"zeer druk";"matig";"zeer druk";"goed";"druk";"matig";"zeer druk";"LINESTRING(4.881078 52.360405,4.881097 52.360421,4.88192 52.360633,4.881928 52.360646,4.882729 52.360867)";"LINESTRING(52.360405 4.881078,52.360421 4.881097,52.360633 4.88192,52.360646 4.881928,52.360867 4.882729)";4.8819035;52.360636;
9505;9505;"ruim";"matig";"zeer druk";"matig";"druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.92856 52.360697,4.928741 52.360745,4.928869 52.360758,4.928885 52.360781,4.928958 52.360799)";"LINESTRING(52.360697 4.92856,52.360745 4.928741,52.360758 4.928869,52.360781 4.928885,52.360799 4.928958)";4.928759;52.360748;
9506;9506;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"matig";"zeer druk";"goed";"druk";"LINESTRING(4.881117 52.362782,4.881192 52.362689,4.881373 52.362239,4.881454 52.362181,4.881818 52.362008,4.881906 52.361985)";"LINESTRING(52.362782 4.881117,52.362689 4.881192,52.362239 4.881373,52.362181 4.881454,52.362008 4.881818,52.361985 4.881906)";4.8815115;52.3623835;
9507;9507;"zeer ruim";"goed";"druk";"goed";"zeer druk";"goed";"zeer druk";"uitstekend";"zeer rustig";"LINESTRING(4.916837 52.360077,4.916757 52.360175,4.916549 52.36027)";"LINESTRING(52.360077 4.916837,52.360175 4.916757,52.36027 4.916549)";4.916693;52.3601735;
9508;9508;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"goed";"druk";"goed";"zeer druk";"LINESTRING(4.891146 52.369543,4.891123 52.369521)";"LINESTRING(52.369543 4.891146,52.369521 4.891123)";4.8911345;52.369532;
9509;9509;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"matig";"rustig";"matig";"rustig";"LINESTRING(4.86608 52.368046,4.866066 52.368047)";"LINESTRING(52.368046 4.86608,52.368047 4.866066)";4.866073;52.3680465;
9510;9510;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.925038 52.376517,4.925055 52.376514)";"LINESTRING(52.376517 4.925038,52.376514 4.925055)";4.9250465;52.3765155;
9511;9511;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.915166 52.370928,4.915161 52.370949,4.915092 52.370976)";"LINESTRING(52.370928 4.915166,52.370949 4.915161,52.370976 4.915092)";4.915129;52.370952;
9512;9512;"zeer krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.88367 52.38205,4.883736 52.382054,4.883736 52.382077,4.883817 52.38209,4.883846 52.382071,4.883903 52.382079,4.883903 52.382102,4.883989 52.382115,4.884027 52.382098,4.884084 52.382106,4.884084 52.382129,4.884247 52.382166)";"LINESTRING(52.38205 4.88367,52.382054 4.883736,52.382077 4.883736,52.38209 4.883817,52.382071 4.883846,52.382079 4.883903,52.382102 4.883903,52.382115 4.883989,52.382098 4.884027,52.382106 4.884084,52.382129 4.884084,52.382166 4.884247)";4.8839585;52.382108;
9513;9513;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.85611 52.342786,4.856147 52.342821)";"LINESTRING(52.342786 4.85611,52.342821 4.856147)";4.8561285;52.3428035;
9514;9514;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.878747 52.368948,4.878825 52.368985)";"LINESTRING(52.368948 4.878747,52.368985 4.878825)";4.878786;52.3689665;
9515;9515;"ruim";"goed";"druk";"goed";"druk";"uitstekend";"zeer rustig";"matig";"zeer druk";"LINESTRING(4.852146 52.34469,4.852185 52.344727,4.853325 52.344887)";"LINESTRING(52.34469 4.852146,52.344727 4.852185,52.344887 4.853325)";4.8527355;52.3447885;
9516;9516;"ruim";"goed";"rustig";"goed";"druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.920984 52.361625,4.920996 52.361594,4.920893 52.361567,4.920864 52.361574,4.920843 52.361605)";"LINESTRING(52.361625 4.920984,52.361594 4.920996,52.361567 4.920893,52.361574 4.920864,52.361605 4.920843)";4.9209195;52.361596;
9517;9517;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.882551 52.371925,4.882551 52.371925)";"LINESTRING(52.371925 4.882551,52.371925 4.882551)";4.882551;52.371925;
9518;9518;"ruim";"matig";"druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"druk";"LINESTRING(4.907843 52.375915,4.907785 52.375945,4.907606 52.376456)";"LINESTRING(52.375915 4.907843,52.375945 4.907785,52.376456 4.907606)";4.9077245;52.3761855;
9519;9519;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.893298 52.369371,4.893599 52.369361)";"LINESTRING(52.369371 4.893298,52.369361 4.893599)";4.8934485;52.369366;
9520;9520;"zeer ruim";"goed";"druk";"goed";"druk";"goed";"zeer druk";"uitstekend";"rustig";"LINESTRING(4.907097 52.367039,4.907346 52.366918)";"LINESTRING(52.367039 4.907097,52.366918 4.907346)";4.9072215;52.3669785;
9521;9521;"zeer krap";"goed";"zeer rustig";"goed";"zeer rustig";"matig";"rustig";"matig";"rustig";"LINESTRING(4.91806 52.361877,4.918354 52.361928,4.918617 52.361992,4.918642 52.361986,4.918977 52.362118,4.919033 52.362125,4.91973 52.362573)";"LINESTRING(52.361877 4.91806,52.361928 4.918354,52.361992 4.918617,52.361986 4.918642,52.362118 4.918977,52.362125 4.919033,52.362573 4.91973)";4.918895;52.362225;
9522;9522;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"goed";"zeer rustig";"slecht";"zeer druk";"LINESTRING(4.852747 52.350813,4.852732 52.350805)";"LINESTRING(52.350813 4.852747,52.350805 4.852732)";4.8527395;52.350809;
9523;9523;"ruim";"matig";"druk";"matig";"zeer druk";"matig";"druk";"matig";"druk";"LINESTRING(4.896641 52.372765,4.896817 52.372915)";"LINESTRING(52.372765 4.896641,52.372915 4.896817)";4.896729;52.37284;
9524;9524;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.905976 52.343826,4.905972 52.343822)";"LINESTRING(52.343826 4.905976,52.343822 4.905972)";4.905974;52.343824;
9525;9525;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.890898 52.344572,4.890896 52.344594)";"LINESTRING(52.344572 4.890898,52.344594 4.890896)";4.890897;52.344583;
9526;9526;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.890475 52.368768,4.890463 52.36874,4.890775 52.36808,4.891033 52.367773)";"LINESTRING(52.368768 4.890475,52.36874 4.890463,52.36808 4.890775,52.367773 4.891033)";4.890748;52.3682705;
9527;9527;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.855885 52.344877,4.855934 52.344772)";"LINESTRING(52.344877 4.855885,52.344772 4.855934)";4.8559095;52.3448245;
9528;9528;"ruim";"matig";"zeer druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"goed";"druk";"LINESTRING(4.936416 52.363669,4.935894 52.363653,4.935722 52.363681,4.935686 52.363666)";"LINESTRING(52.363669 4.936416,52.363653 4.935894,52.363681 4.935722,52.363666 4.935686)";4.936051;52.363667;
9529;9529;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.893274 52.366024,4.893229 52.366003,4.893052 52.365468,4.893042 52.365383)";"LINESTRING(52.366024 4.893274,52.366003 4.893229,52.365468 4.893052,52.365383 4.893042)";4.893158;52.3657035;
9530;9530;"krap";"goed";"rustig";"goed";"rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.868519 52.354727,4.868886 52.354282,4.868875 52.354252)";"LINESTRING(52.354727 4.868519,52.354282 4.868886,52.354252 4.868875)";4.8687025;52.3544895;
9531;9531;"krap";"goed";"rustig";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.909229 52.362978,4.910482 52.363214,4.91051 52.363235)";"LINESTRING(52.362978 4.909229,52.363214 4.910482,52.363235 4.91051)";4.9098695;52.3631065;
9532;9532;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.883843 52.384186,4.883918 52.384237)";"LINESTRING(52.384186 4.883843,52.384237 4.883918)";4.8838805;52.3842115;
9533;9533;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.858173 52.345505,4.858171 52.345506)";"LINESTRING(52.345505 4.858173,52.345506 4.858171)";4.858172;52.3455055;
9534;9534;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.879197 52.377548,4.879236 52.377626,4.878999 52.377683,4.87888 52.377685,4.878793 52.377671,4.878719 52.377607,4.878709 52.377559)";"LINESTRING(52.377548 4.879197,52.377626 4.879236,52.377683 4.878999,52.377685 4.87888,52.377671 4.878793,52.377607 4.878719,52.377559 4.878709)";4.8789725;52.3776165;
9535;9535;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.880551 52.388127,4.880222 52.388561,4.880117 52.388667,4.880076 52.388746,4.879844 52.389006,4.879864 52.389038)";"LINESTRING(52.388127 4.880551,52.388561 4.880222,52.388667 4.880117,52.388746 4.880076,52.389006 4.879844,52.389038 4.879864)";4.8801975;52.3885825;
9536;9536;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"goed";"zeer druk";"goed";"druk";"LINESTRING(4.908244 52.360213,4.908336 52.36006)";"LINESTRING(52.360213 4.908244,52.36006 4.908336)";4.90829;52.3601365;
9537;9537;"ruim";"matig";"druk";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.883283 52.378493,4.884803 52.378785)";"LINESTRING(52.378493 4.883283,52.378785 4.884803)";4.884043;52.378639;
9538;9538;"ruim";"goed";"druk";"goed";"druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.912916 52.365595,4.912968 52.365534,4.913006 52.365526)";"LINESTRING(52.365595 4.912916,52.365534 4.912968,52.365526 4.913006)";4.912961;52.3655605;
9539;9539;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.901063 52.374287,4.901101 52.374254,4.901138 52.374262)";"LINESTRING(52.374287 4.901063,52.374254 4.901101,52.374262 4.901138)";4.9011005;52.3742705;
9540;9540;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"LINESTRING(4.898917 52.377618,4.899204 52.377815)";"LINESTRING(52.377618 4.898917,52.377815 4.899204)";4.8990605;52.3777165;
9541;9541;"ruim";"goed";"rustig";"goed";"rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.898387 52.360016,4.898154 52.360543,4.89817 52.360574)";"LINESTRING(52.360016 4.898387,52.360543 4.898154,52.360574 4.89817)";4.8982705;52.360295;
9542;9542;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.914014 52.360501,4.914107 52.360519)";"LINESTRING(52.360501 4.914014,52.360519 4.914107)";4.9140605;52.36051;
9543;9543;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.896526 52.354488,4.89641 52.354471,4.896284 52.354488)";"LINESTRING(52.354488 4.896526,52.354471 4.89641,52.354488 4.896284)";4.896405;52.3544795;
9544;9544;"krap";"matig";"rustig";"matig";"rustig";"matig";"druk";"matig";"druk";"LINESTRING(4.896005 52.367028,4.89676 52.367074)";"LINESTRING(52.367028 4.896005,52.367074 4.89676)";4.8963825;52.367051;
