OBJECTNUMMER;Straatvaknummer;Loopruimte;Walkability_algemeen;Drukte_algemeen;Walkability_recreatief;Drukte_recreatief;Walkability_toeristisch;Drukte_toeristisch;Walkability_werkgerelateerd;Drukte_werkgerelateerd;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
4678;4678;"ruim";"matig";"druk";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.888947 52.374566,4.888702 52.373909,4.888666 52.373884)";"LINESTRING(52.374566 4.888947,52.373909 4.888702,52.373884 4.888666)";4.8888065;52.374225;
4679;4679;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.861828 52.374983,4.862067 52.375002,4.862468 52.375062)";"LINESTRING(52.374983 4.861828,52.375002 4.862067,52.375062 4.862468)";4.862148;52.3750225;
4680;4680;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"goed";"zeer druk";"goed";"druk";"LINESTRING(4.918961 52.347599,4.918929 52.347593)";"LINESTRING(52.347599 4.918961,52.347593 4.918929)";4.918945;52.347596;
4681;4681;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.855823 52.344757,4.855792 52.344753)";"LINESTRING(52.344757 4.855823,52.344753 4.855792)";4.8558075;52.344755;
4682;4682;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.915087 52.359116,4.915266 52.359153)";"LINESTRING(52.359116 4.915087,52.359153 4.915266)";4.9151765;52.3591345;
4683;4683;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.925071 52.365733,4.925142 52.365756,4.925201 52.365812)";"LINESTRING(52.365733 4.925071,52.365756 4.925142,52.365812 4.925201)";4.925136;52.3657725;
4684;4684;"krap";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"matig";"druk";"LINESTRING(4.894568 52.3531,4.894698 52.352878,4.89474 52.35266,4.894763 52.352635,4.894739 52.352594)";"LINESTRING(52.3531 4.894568,52.352878 4.894698,52.35266 4.89474,52.352635 4.894763,52.352594 4.894739)";4.8946655;52.352847;
4685;4685;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"druk";"LINESTRING(4.898856 52.37155,4.898948 52.371576,4.899116 52.37176,4.899122 52.371799)";"LINESTRING(52.37155 4.898856,52.371576 4.898948,52.37176 4.899116,52.371799 4.899122)";4.898989;52.3716745;
4686;4686;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"goed";"druk";"goed";"druk";"LINESTRING(4.872879 52.340217,4.872901 52.340218)";"LINESTRING(52.340217 4.872879,52.340218 4.872901)";4.87289;52.3402175;
4687;4687;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"druk";"LINESTRING(4.896001 52.366956,4.895824 52.36694)";"LINESTRING(52.366956 4.896001,52.36694 4.895824)";4.8959125;52.366948;
4688;4688;"krap";"matig";"rustig";"matig";"druk";"goed";"zeer rustig";"matig";"rustig";"LINESTRING(4.886603 52.38294,4.886219 52.38267)";"LINESTRING(52.38294 4.886603,52.38267 4.886219)";4.886411;52.382805;
4689;4689;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"zeer rustig";"LINESTRING(4.920512 52.361285,4.920312 52.361022,4.920158 52.360876,4.920023 52.360786,4.919969 52.36069)";"LINESTRING(52.361285 4.920512,52.361022 4.920312,52.360876 4.920158,52.360786 4.920023,52.36069 4.919969)";4.9202405;52.3609875;
4690;4690;"ruim";"matig";"druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"druk";"LINESTRING(4.89202 52.37179,4.892069 52.37182,4.892677 52.371824,4.892709 52.371804)";"LINESTRING(52.37179 4.89202,52.37182 4.892069,52.371824 4.892677,52.371804 4.892709)";4.8923645;52.371807;
4691;4691;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"LINESTRING(4.902437 52.353536,4.902185 52.353837,4.902182 52.353862)";"LINESTRING(52.353536 4.902437,52.353837 4.902185,52.353862 4.902182)";4.9023095;52.353699;
4692;4692;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"goed";"druk";"goed";"druk";"LINESTRING(4.850776 52.369931,4.850846 52.369943,4.850819 52.370003)";"LINESTRING(52.369931 4.850776,52.369943 4.850846,52.370003 4.850819)";4.850811;52.369967;
4693;4693;"ruim";"goed";"rustig";"matig";"druk";"goed";"rustig";"matig";"druk";"LINESTRING(4.900716 52.37045,4.900745 52.370464,4.90077 52.370455,4.900785 52.370469,4.901121 52.370491)";"LINESTRING(52.37045 4.900716,52.370464 4.900745,52.370455 4.90077,52.370469 4.900785,52.370491 4.901121)";4.9009185;52.3704705;
4694;4694;"ruim";"goed";"druk";"goed";"druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.874211 52.386734,4.874181 52.386752,4.874115 52.386751,4.874086 52.386732)";"LINESTRING(52.386734 4.874211,52.386752 4.874181,52.386751 4.874115,52.386732 4.874086)";4.8741485;52.386742;
4695;4695;"ruim";"matig";"druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.930304 52.353702,4.93032 52.353758,4.9303 52.353771)";"LINESTRING(52.353702 4.930304,52.353758 4.93032,52.353771 4.9303)";4.93031;52.3537365;
4696;4696;"zeer ruim";"uitstekend";"rustig";"uitstekend";"zeer rustig";"uitstekend";"rustig";"goed";"druk";"LINESTRING(4.886936 52.356945,4.886967 52.356449)";"LINESTRING(52.356945 4.886936,52.356449 4.886967)";4.8869515;52.356697;
4697;4697;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.849797 52.351361,4.849824 52.351375,4.849854 52.351371,4.849959 52.351331)";"LINESTRING(52.351361 4.849797,52.351375 4.849824,52.351371 4.849854,52.351331 4.849959)";4.849878;52.351353;
4698;4698;"krap";"slecht";"zeer druk";"matig";"druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.896304 52.379825,4.896323 52.37986,4.896267 52.379884)";"LINESTRING(52.379825 4.896304,52.37986 4.896323,52.379884 4.896267)";4.896295;52.3798545;
4699;4699;"krap";"slecht";"zeer druk";"slecht";"zeer druk";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.890966 52.347408,4.890936 52.347392)";"LINESTRING(52.347408 4.890966,52.347392 4.890936)";4.890951;52.3474;
4700;4700;"ruim";"goed";"rustig";"goed";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.928302 52.355471,4.9284 52.355345,4.928541 52.355286)";"LINESTRING(52.355471 4.928302,52.355345 4.9284,52.355286 4.928541)";4.9284215;52.3553785;
4701;4701;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.891803 52.388483,4.891953 52.388142)";"LINESTRING(52.388483 4.891803,52.388142 4.891953)";4.891878;52.3883125;
4702;4702;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.897584 52.362349,4.897618 52.362336)";"LINESTRING(52.362349 4.897584,52.362336 4.897618)";4.897601;52.3623425;
4703;4703;"ruim";"goed";"rustig";"uitstekend";"zeer rustig";"goed";"rustig";"matig";"druk";"LINESTRING(4.908732 52.366797,4.908901 52.36688,4.909073 52.367062,4.909083 52.367096,4.909061 52.367128,4.908997 52.367156,4.908885 52.367132,4.908899 52.367082)";"LINESTRING(52.366797 4.908732,52.36688 4.908901,52.367062 4.909073,52.367096 4.909083,52.367128 4.909061,52.367156 4.908997,52.367132 4.908885,52.367082 4.908899)";4.9089075;52.3669765;
4704;4704;"krap";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"goed";"rustig";"LINESTRING(4.885856 52.352383,4.885236 52.352429)";"LINESTRING(52.352383 4.885856,52.352429 4.885236)";4.885546;52.352406;
4705;4705;"zeer ruim";"goed";"druk";"goed";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.919911 52.359471,4.919944 52.35942)";"LINESTRING(52.359471 4.919911,52.35942 4.919944)";4.9199275;52.3594455;
4706;4706;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.894331 52.377405,4.894341 52.377403)";"LINESTRING(52.377405 4.894331,52.377403 4.894341)";4.894336;52.377404;
4707;4707;"ruim";"matig";"druk";"matig";"druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.917557 52.347101,4.917599 52.347137,4.917621 52.347206)";"LINESTRING(52.347101 4.917557,52.347137 4.917599,52.347206 4.917621)";4.917589;52.3471535;
4708;4708;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"goed";"druk";"goed";"druk";"LINESTRING(4.896047 52.365862,4.895992 52.365847)";"LINESTRING(52.365862 4.896047,52.365847 4.895992)";4.8960195;52.3658545;
4709;4709;"krap";"slecht";"zeer druk";"goed";"rustig";"matig";"druk";"slecht";"zeer druk";"LINESTRING(4.902989 52.360688,4.903125 52.360416,4.903078 52.360348)";"LINESTRING(52.360688 4.902989,52.360416 4.903125,52.360348 4.903078)";4.903057;52.360518;
4710;4710;"krap";"slecht";"zeer druk";"matig";"druk";"slecht";"zeer druk";"slecht";"zeer druk";"LINESTRING(4.904712 52.360614,4.904639 52.360709,4.904639 52.36076,4.904437 52.361132,4.904449 52.36115,4.904782 52.36121,4.904849 52.361196,4.904996 52.361211,4.90536 52.361291,4.905519 52.361347,4.906594 52.361568,4.906753 52.361587,4.906769 52.361609,4.906904 52.361644,4.907158 52.361695,4.907213 52.361681)";"LINESTRING(52.360614 4.904712,52.360709 4.904639,52.36076 4.904639,52.361132 4.904437,52.36115 4.904449,52.36121 4.904782,52.361196 4.904849,52.361211 4.904996,52.361291 4.90536,52.361347 4.905519,52.361568 4.906594,52.361587 4.906753,52.361609 4.906769,52.361644 4.906904,52.361695 4.907158,52.361681 4.907213)";4.905825;52.3611545;
4711;4711;"ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.888338 52.369613,4.888314 52.369602,4.888157 52.368802)";"LINESTRING(52.369613 4.888338,52.369602 4.888314,52.368802 4.888157)";4.8882475;52.3692075;
4712;4712;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.858244 52.343814,4.858177 52.34384,4.858019 52.343856,4.857821 52.343928)";"LINESTRING(52.343814 4.858244,52.34384 4.858177,52.343856 4.858019,52.343928 4.857821)";4.8580325;52.343871;
4713;4713;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.893219 52.382686,4.892799 52.382666,4.892726 52.382704,4.892649 52.382698,4.892599 52.382714,4.892425 52.3827,4.892176 52.382709,4.891783 52.382678,4.89142 52.382631)";"LINESTRING(52.382686 4.893219,52.382666 4.892799,52.382704 4.892726,52.382698 4.892649,52.382714 4.892599,52.3827 4.892425,52.382709 4.892176,52.382678 4.891783,52.382631 4.89142)";4.8923195;52.3826725;
4714;4714;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.930637 52.363425,4.930656 52.363403)";"LINESTRING(52.363425 4.930637,52.363403 4.930656)";4.9306465;52.363414;
4715;4715;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.922412 52.360822,4.922538 52.360906,4.922566 52.360956)";"LINESTRING(52.360822 4.922412,52.360906 4.922538,52.360956 4.922566)";4.922489;52.360889;
4716;4716;"ruim";"matig";"druk";"matig";"druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.851575 52.3703,4.851239 52.370243)";"LINESTRING(52.3703 4.851575,52.370243 4.851239)";4.851407;52.3702715;
4717;4717;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.884263 52.380043,4.88429 52.380029,4.884474 52.379592,4.884468 52.379565)";"LINESTRING(52.380043 4.884263,52.380029 4.88429,52.379592 4.884474,52.379565 4.884468)";4.8843685;52.379804;
4718;4718;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.910577 52.376091,4.910544 52.376156,4.910563 52.376176,4.910541 52.376228,4.910566 52.376246,4.910563 52.376271,4.910519 52.376363,4.910478 52.376378,4.910427 52.376491,4.910488 52.376534,4.910472 52.376614,4.910422 52.376614)";"LINESTRING(52.376091 4.910577,52.376156 4.910544,52.376176 4.910563,52.376228 4.910541,52.376246 4.910566,52.376271 4.910563,52.376363 4.910519,52.376378 4.910478,52.376491 4.910427,52.376534 4.910488,52.376614 4.910472,52.376614 4.910422)";4.9104995;52.3763525;
4719;4719;"ruim";"matig";"zeer druk";"matig";"druk";"matig";"druk";"matig";"zeer druk";"LINESTRING(4.911455 52.36204,4.911642 52.362071,4.911667 52.362049,4.912126 52.36216,4.91224 52.362168,4.912391 52.362215,4.912606 52.362254)";"LINESTRING(52.36204 4.911455,52.362071 4.911642,52.362049 4.911667,52.36216 4.912126,52.362168 4.91224,52.362215 4.912391,52.362254 4.912606)";4.9120305;52.362147;
4720;4720;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.880529 52.369572,4.880523 52.369546)";"LINESTRING(52.369572 4.880529,52.369546 4.880523)";4.880526;52.369559;
4721;4721;"zeer krap";"matig";"rustig";"matig";"rustig";"matig";"rustig";"matig";"rustig";"LINESTRING(4.900738 52.360786,4.900762 52.360768,4.900964 52.360275,4.901002 52.360255,4.900988 52.36021)";"LINESTRING(52.360786 4.900738,52.360768 4.900762,52.360275 4.900964,52.360255 4.901002,52.36021 4.900988)";4.90087;52.360498;
4722;4722;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.916237 52.369512,4.916162 52.369477,4.916181 52.369423,4.916215 52.369397,4.916317 52.369402)";"LINESTRING(52.369512 4.916237,52.369477 4.916162,52.369423 4.916181,52.369397 4.916215,52.369402 4.916317)";4.9162395;52.3694545;
4723;4723;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.895586 52.364931,4.89565 52.364921)";"LINESTRING(52.364931 4.895586,52.364921 4.89565)";4.895618;52.364926;
4724;4724;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"LINESTRING(4.87171 52.37499,4.871243 52.375094)";"LINESTRING(52.37499 4.87171,52.375094 4.871243)";4.8714765;52.375042;
4725;4725;"ruim";"matig";"zeer druk";"matig";"druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.88243 52.363,4.882366 52.362949,4.88235 52.362885,4.882138 52.362822)";"LINESTRING(52.363 4.88243,52.362949 4.882366,52.362885 4.88235,52.362822 4.882138)";4.882284;52.362911;
4726;4726;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"goed";"druk";"goed";"druk";"LINESTRING(4.883321 52.385075,4.883312 52.385044,4.883345 52.385001,4.883223 52.384891)";"LINESTRING(52.385075 4.883321,52.385044 4.883312,52.385001 4.883345,52.384891 4.883223)";4.883284;52.384983;
4727;4727;"krap";"matig";"rustig";"goed";"zeer rustig";"matig";"rustig";"matig";"druk";"LINESTRING(4.87733 52.374485,4.877202 52.374284,4.877122 52.374034,4.877141 52.374016)";"LINESTRING(52.374485 4.87733,52.374284 4.877202,52.374034 4.877122,52.374016 4.877141)";4.877226;52.3742505;
4728;4728;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.919944 52.35942,4.920218 52.359311,4.920544 52.359214,4.920621 52.359166)";"LINESTRING(52.35942 4.919944,52.359311 4.920218,52.359214 4.920544,52.359166 4.920621)";4.9202825;52.359293;
4729;4729;"ruim";"goed";"rustig";"goed";"druk";"goed";"druk";"uitstekend";"zeer rustig";"LINESTRING(4.912466 52.374929,4.912503 52.374757,4.912537 52.374723,4.912564 52.374576,4.912545 52.374562)";"LINESTRING(52.374929 4.912466,52.374757 4.912503,52.374723 4.912537,52.374576 4.912564,52.374562 4.912545)";4.912515;52.3747455;
4730;4730;"krap";"slecht";"zeer druk";"goed";"rustig";"matig";"druk";"slecht";"zeer druk";"LINESTRING(4.887436 52.37299,4.887445 52.373019)";"LINESTRING(52.37299 4.887436,52.373019 4.887445)";4.8874405;52.3730045;
4731;4731;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"goed";"druk";"LINESTRING(4.884995 52.359717,4.885674 52.360207,4.885726 52.360261,4.88584 52.360277)";"LINESTRING(52.359717 4.884995,52.360207 4.885674,52.360261 4.885726,52.360277 4.88584)";4.8854175;52.359997;
4732;4732;"ruim";"goed";"rustig";"goed";"rustig";"matig";"druk";"uitstekend";"zeer rustig";"LINESTRING(4.91238 52.37813,4.912349 52.378063,4.912449 52.377955,4.913335 52.377805)";"LINESTRING(52.37813 4.91238,52.378063 4.912349,52.377955 4.912449,52.377805 4.913335)";4.912842;52.3779675;
4733;4733;"zeer ruim";"goed";"zeer druk";"goed";"druk";"goed";"zeer druk";"goed";"zeer druk";"LINESTRING(4.896679 52.362128,4.89671 52.362163,4.896795 52.362186,4.896822 52.362176)";"LINESTRING(52.362128 4.896679,52.362163 4.89671,52.362186 4.896795,52.362176 4.896822)";4.8967505;52.362157;
4734;4734;"ruim";"matig";"zeer druk";"matig";"zeer druk";"goed";"druk";"goed";"druk";"LINESTRING(4.902704 52.368068,4.902657 52.368088)";"LINESTRING(52.368068 4.902704,52.368088 4.902657)";4.9026805;52.368078;
4735;4735;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.918753 52.36049,4.9187 52.360594,4.918608 52.360599,4.918415 52.360774)";"LINESTRING(52.36049 4.918753,52.360594 4.9187,52.360599 4.918608,52.360774 4.918415)";4.918584;52.360632;
4736;4736;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.907395 52.372799,4.907374 52.372794)";"LINESTRING(52.372799 4.907395,52.372794 4.907374)";4.9073845;52.3727965;
4737;4737;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.88446 52.341003,4.884115 52.340746)";"LINESTRING(52.341003 4.88446,52.340746 4.884115)";4.8842875;52.3408745;
4738;4738;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"goed";"rustig";"goed";"rustig";"LINESTRING(4.897623 52.362141,4.8976 52.362191,4.897514 52.362221)";"LINESTRING(52.362141 4.897623,52.362191 4.8976,52.362221 4.897514)";4.8975685;52.362181;
4739;4739;"ruim";"matig";"druk";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.919831 52.345929,4.919656 52.346174,4.919692 52.346223,4.919755 52.34621,4.919813 52.34614,4.919844 52.346133,4.919966 52.345967)";"LINESTRING(52.345929 4.919831,52.346174 4.919656,52.346223 4.919692,52.34621 4.919755,52.34614 4.919813,52.346133 4.919844,52.345967 4.919966)";4.919811;52.346076;
4740;4740;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.92401 52.364563,4.924742 52.364998,4.925797 52.365515)";"LINESTRING(52.364563 4.92401,52.364998 4.924742,52.365515 4.925797)";4.9249035;52.365039;
4741;4741;"zeer ruim";"matig";"zeer druk";"goed";"druk";"matig";"zeer druk";"matig";"zeer druk";"LINESTRING(4.855447 52.357912,4.855597 52.357964)";"LINESTRING(52.357912 4.855447,52.357964 4.855597)";4.855522;52.357938;
4742;4742;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"matig";"zeer druk";"goed";"druk";"LINESTRING(4.896047 52.366027,4.89615 52.366038,4.896176 52.366024)";"LINESTRING(52.366027 4.896047,52.366038 4.89615,52.366024 4.896176)";4.8961115;52.366031;
4743;4743;"ruim";"matig";"druk";"goed";"rustig";"goed";"rustig";"matig";"druk";"LINESTRING(4.903397 52.372362,4.904103 52.372856)";"LINESTRING(52.372362 4.903397,52.372856 4.904103)";4.90375;52.372609;
4744;4744;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.920872 52.360901,4.920123 52.360682)";"LINESTRING(52.360901 4.920872,52.360682 4.920123)";4.9204975;52.3607915;
4745;4745;"krap";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"LINESTRING(4.870183 52.370208,4.870211 52.37018,4.870252 52.369968,4.870351 52.369659,4.870493 52.369364,4.870651 52.36912,4.870647 52.369071,4.870719 52.369028,4.87072 52.368971)";"LINESTRING(52.370208 4.870183,52.37018 4.870211,52.369968 4.870252,52.369659 4.870351,52.369364 4.870493,52.36912 4.870651,52.369071 4.870647,52.369028 4.870719,52.368971 4.87072)";4.8704515;52.3695895;
4746;4746;"krap";"matig";"druk";"matig";"druk";"slecht";"zeer druk";"matig";"rustig";"LINESTRING(4.887509 52.382432,4.887427 52.3824,4.887115 52.38218)";"LINESTRING(52.382432 4.887509,52.3824 4.887427,52.38218 4.887115)";4.887312;52.382306;
4747;4747;"krap";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"goed";"zeer rustig";"LINESTRING(4.926705 52.36565,4.926769 52.365633)";"LINESTRING(52.36565 4.926705,52.365633 4.926769)";4.926737;52.3656415;
4748;4748;"ruim";"goed";"rustig";"goed";"druk";"goed";"rustig";"goed";"rustig";"LINESTRING(4.891811 52.350499,4.891765 52.350444,4.891711 52.350142,4.891729 52.350095,4.891699 52.350048,4.891679 52.349716)";"LINESTRING(52.350499 4.891811,52.350444 4.891765,52.350142 4.891711,52.350095 4.891729,52.350048 4.891699,52.349716 4.891679)";4.891745;52.3501075;
4749;4749;"zeer ruim";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"goed";"zeer druk";"LINESTRING(4.873432 52.340616,4.873468 52.340641,4.873562 52.340645)";"LINESTRING(52.340616 4.873432,52.340641 4.873468,52.340645 4.873562)";4.873497;52.3406305;
4750;4750;"ruim";"goed";"rustig";"goed";"rustig";"goed";"druk";"goed";"druk";"LINESTRING(4.851142 52.370059,4.851203 52.370071,4.851272 52.370065)";"LINESTRING(52.370059 4.851142,52.370071 4.851203,52.370065 4.851272)";4.851207;52.370065;
4751;4751;"zeer ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.923571 52.364883,4.923485 52.364886)";"LINESTRING(52.364883 4.923571,52.364886 4.923485)";4.923528;52.3648845;
4752;4752;"ruim";"goed";"rustig";"goed";"druk";"goed";"rustig";"uitstekend";"zeer rustig";"LINESTRING(4.922194 52.360995,4.922273 52.361041,4.922291 52.361094)";"LINESTRING(52.360995 4.922194,52.361041 4.922273,52.361094 4.922291)";4.9222425;52.3610445;
4753;4753;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"rustig";"uitstekend";"rustig";"LINESTRING(4.905565 52.366441,4.905629 52.366464,4.905678 52.366461,4.905752 52.366476,4.905765 52.366491,4.905847 52.366494,4.905921 52.366509,4.905933 52.366524,4.906015 52.366527,4.906156 52.366562)";"LINESTRING(52.366441 4.905565,52.366464 4.905629,52.366461 4.905678,52.366476 4.905752,52.366491 4.905765,52.366494 4.905847,52.366509 4.905921,52.366524 4.905933,52.366527 4.906015,52.366562 4.906156)";4.9058605;52.3665015;
4754;4754;"ruim";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.887038 52.379559,4.887081 52.379584,4.887055 52.379643)";"LINESTRING(52.379559 4.887038,52.379584 4.887081,52.379643 4.887055)";4.8870595;52.379601;
4755;4755;"ruim";"matig";"zeer druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"uitstekend";"zeer rustig";"LINESTRING(4.854098 52.364418,4.854097 52.364417)";"LINESTRING(52.364418 4.854098,52.364417 4.854097)";4.8540975;52.3644175;
4756;4756;"zeer ruim";"uitstekend";"rustig";"goed";"druk";"goed";"druk";"goed";"druk";"LINESTRING(4.903015 52.373472,4.90297 52.373474)";"LINESTRING(52.373472 4.903015,52.373474 4.90297)";4.9029925;52.373473;
4757;4757;"ruim";"goed";"rustig";"goed";"rustig";"matig";"druk";"goed";"rustig";"LINESTRING(4.873383 52.367517,4.873771 52.367628)";"LINESTRING(52.367517 4.873383,52.367628 4.873771)";4.873577;52.3675725;
4758;4758;"zeer ruim";"uitstekend";"rustig";"uitstekend";"rustig";"goed";"druk";"uitstekend";"rustig";"LINESTRING(4.886235 52.360609,4.886291 52.360561)";"LINESTRING(52.360609 4.886235,52.360561 4.886291)";4.886263;52.360585;
4759;4759;"krap";"matig";"druk";"slecht";"zeer druk";"matig";"druk";"matig";"druk";"LINESTRING(4.881979 52.352936,4.881839 52.353134)";"LINESTRING(52.352936 4.881979,52.353134 4.881839)";4.881909;52.353035;
4760;4760;"krap";"slecht";"zeer druk";"goed";"zeer rustig";"goed";"zeer rustig";"slecht";"zeer druk";"LINESTRING(4.915775 52.358959,4.915816 52.358948,4.915854 52.358872,4.915924 52.35889)";"LINESTRING(52.358959 4.915775,52.358948 4.915816,52.358872 4.915854,52.35889 4.915924)";4.9158495;52.3589155;
4761;4761;"zeer ruim";"matig";"zeer druk";"matig";"zeer druk";"matig";"zeer druk";"uitstekend";"zeer rustig";"LINESTRING(4.873959 52.386239,4.873976 52.386229)";"LINESTRING(52.386239 4.873959,52.386229 4.873976)";4.8739675;52.386234;
4762;4762;"krap";"goed";"rustig";"goed";"rustig";"matig";"druk";"goed";"rustig";"LINESTRING(4.863724 52.371694,4.863759 52.371651,4.863728 52.371627,4.863731 52.371579,4.86375 52.371568,4.863732 52.371546,4.863755 52.371466,4.863737 52.371454,4.863739 52.371409,4.86376 52.371374,4.863735 52.371338,4.863764 52.371305,4.863739 52.371266,4.863768 52.371219,4.863753 52.37114,4.863774 52.371103,4.863755 52.371091,4.863779 52.371003,4.863762 52.370969,4.863664 52.370916)";"LINESTRING(52.371694 4.863724,52.371651 4.863759,52.371627 4.863728,52.371579 4.863731,52.371568 4.86375,52.371546 4.863732,52.371466 4.863755,52.371454 4.863737,52.371409 4.863739,52.371374 4.86376,52.371338 4.863735,52.371305 4.863764,52.371266 4.863739,52.371219 4.863768,52.37114 4.863753,52.371103 4.863774,52.371091 4.863755,52.371003 4.863779,52.370969 4.863762,52.370916 4.863664)";4.8637215;52.371305;
